ID,Temperature1,Temperature2,Speed,Time,Num,Y1,Y2,Y3,T1,T2,A1,B1,C1,D1,E1,F1,G1,H1,I1,J1,K1,L1,M1,A2,B2,C2,D2,E2,F2,G2,H2,I2,J2,K2,L2,M2
1100,25,320,13.90111345,60,456,8.71,9.21,9,1,ZnS,2,6,37.992,5.949,0,0,0,0,0,0,0,0,0,ZnCl2,S,OLA,TOPO,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1101,25,310,13.90111345,30,315,8.98,11.07,10,1,ZnS,4.775,208.755,151.968,0,0,0,0,0,0,0,0,0,0,ZnOA2,DT,OLA,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1102,300,300,0,10,-1,3.97,15.03,9,1,ZnS,3.23,0.97,4.2,46.875,5.605,18.905,0,0,0,0,0,0,0,ZnAc2,CdO,S,ODE,TOP,OA,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1103,300,300,0,10,-1,6.45,21.54,0,1,ZnS,3.5,0.7,4.2,46.875,5.605,18.905,0,0,0,0,0,0,0,ZnAc2,CdO,S,ODE,TOP,OA,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1104,130,130,0,60,-1,2.2,22.72,0,1,CuInSe2,1,1,2,45.59,2,0,0,0,0,0,0,0,0,CuCl,InCl3,Se,OLA,DPP,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1105,160,160,0,60,-1,3.3,18.18,0,1,CuInSe2,1,1,2,45.59,2,0,0,0,0,0,0,0,0,CuCl,InCl3,Se,OLA,DPP,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1106,180,180,0,60,-1,4.7,17.02,0,1,CuInSe2,1,1,2,45.59,2,0,0,0,0,0,0,0,0,CuCl,InCl3,Se,OLA,DPP,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1107,240,240,0,60,-1,6.6,22.72,0,1,CuInSe2,1,1,2,45.59,2,0,0,0,0,0,0,0,0,CuCl,InCl3,Se,OLA,DPP,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1108,115,115,0,60,-1,1.1,36.36,0,1,CuInSe2,1,1,2,45.59,2,0,0,0,0,0,0,0,0,CuCl,InCl3,Se,OLA,DPP,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1109,145,145,0,60,-1,3,16.66,0,1,CuInSe2,1,1,2,45.59,2,0,0,0,0,0,0,0,0,CuCl,InCl3,Se,OLA,DPP,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1110,180,240,0,10,480,7.5,37.33,0,1,CuInSe2,5,5,10,121.575,57.468,0,0,0,0,0,0,0,0,CuCl,InCl3,Se,OLA,DPP,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1111,180,240,0,10,112,6.8,25,0,1,CuInSe2,5,5,10,121.575,40.0356,0,0,0,0,0,0,0,0,CuCl,InCl3,Se,OLA,TBP,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1112,180,240,0,60,-1,7.3,26.02,0,1,CuInSe2,1,1,2,45.59,2,0,0,0,0,0,0,0,0,CuCl,InCl3,Se,OLA,DPP,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1113,180,240,0,10,300,10.3,22.33,0,1,CuInSe2,5,5,10,151.968,8.62,40.0356,0,0,0,0,0,0,0,CuCl,InCl3,Se,OLA,DPP,TBP,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1114,200,200,0,5,-1,4.1,7.31,0,1,CuInSe2,0.1,0.1,0.3,6.25,7.598,1.724,0,0,0,0,0,0,0,CuI,InAc3,Se,ODE,OLA,DPP,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1115,110,110,0,90,-1,1.8,22.22,0,1,CuInSe2,0.33,1.23,0.608,24.704,1.222,0,0,0,0,0,0,0,0,CuCl,InCl3,Se,OLA,HT,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1116,120,120,0,90,-1,2.4,20.83,0,1,CuInSe2,0.33,1.23,0.608,24.704,1.222,0,0,0,0,0,0,0,0,CuCl,InCl3,Se,OLA,HT,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1117,130,130,0,90,-1,3.5,22.85,0,1,CuInSe2,0.33,1.23,0.608,24.704,1.222,0,0,0,0,0,0,0,0,CuCl,InCl3,Se,OLA,HT,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1118,140,140,0,120,-1,4.1,21.95,0,1,CuInSe2,0.33,1.23,0.608,24.704,1.222,0,0,0,0,0,0,0,0,CuCl,InCl3,Se,OLA,HT,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1119,150,150,0,180,-1,5.3,22.64,9,1,CuInSe2,0.33,1.23,0.627,24.764,1.26,0,0,0,0,0,0,0,0,CuCl,InCl3,Se,OLA,HT,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1120,180,180,0,60,-1,4.5,17.77,0,1,CuInSe2,2,2,4,66.866,8.62,0,0,0,0,0,0,0,0,CuCl,InCl3,Se,OLA,DPP,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1121,180,200,0,60,-1,6.2,24.19,0,1,CuInSe2,2,2,4,66.866,8.62,0,0,0,0,0,0,0,0,CuCl,InCl3,Se,OLA,DPP,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1122,180,240,0,60,-1,9.2,34.78,0,1,CuInSe2,2,2,4,66.866,8.62,0,0,0,0,0,0,0,0,CuCl,InCl3,Se,OLA,DPP,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1123,180,240,0,30,172,8.1,25.92,0,1,CuInSe2,2,2,4,66.866,4,0,0,0,0,0,0,0,0,CuCl,InCl3,Se,OLA,DPP,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1124,200,200,0,10,20,4.47,7.75,0,1,CuInSe2,0.2,0.2,0.55,6.25,6.0787,3.161,0,0,0,0,0,0,0,CuI,InAc3,Se,ODE,OLA,DPP,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1125,200,200,0,10,20,3.92,11.68,0,1,CuInSe2,0.2,0.2,0.01,0.55,37.5,12.157,3.161,0,0,0,0,0,0,CuI,InAc3,MnAc2,Se,ODE,OLA,DPP,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1126,200,200,0,10,20,3.47,14.43,0,1,CuInSe2,0.2,0.2,0.02,0.55,37.5,12.157,3.161,0,0,0,0,0,0,CuI,InAc3,MnAc2,Se,ODE,OLA,DPP,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1127,200,200,0,10,20,2.73,15.06,0,1,CuInSe2,0.2,0.2,0.05,0.55,37.5,12.157,3.161,0,0,0,0,0,0,CuI,InAc3,MnAc2,Se,ODE,OLA,DPP,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1128,180,220,0,30,148,3,13.33,0,1,CuInSe2,0.3,0.4,0.24,0.105,9.375,19.3,2.011,0,0,0,0,0,0,CuI,InAc3,ZnAc2,Se,ODE,OLA,DPP,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1129,210,210,0,40,99,3.1,16.13,0,1,CuInSe2,0.6,0.6,1.2,18.75,27.354,5.172,0,0,0,0,0,0,0,CuI,InAc3,Se,ODE,OLA,DPP,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1130,270,270,0,0.1,39,4,3.25,0,1,CuInSe2,0.045,0.18,0.6,24.849,7.847,9.311,0,0,0,0,0,0,0,CuI,InI3,(TMS)2Se,HDA,TOP,TOPO,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1131,265,265,0,3,-1,3.65,9.66,0,1,CuInSe2,0.25,0.25,2.51,1,20.178,0,0,0,0,0,0,0,0,CuCl,InCl3,LiN(SiMe3)2,Se,TOP,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1132,320,320,0,1,-1,5.8,10.34,0,1,CuInSe2,1,1,5.02,4,26.905,0,0,0,0,0,0,0,0,CuCl,InCl3,LiN(SiMe3)2,Se,TOP,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1133,180,220,0,2,-1,1.1,27.27,0,1,CuInSe2,5,5,10,62.5,40.0355,41.751,0,0,0,0,0,0,0,Cu(acac)2,In(acac)3,Se,ODE,TBP,DT,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1134,180,220,0,10,-1,2.4,20.83,0,1,CuInSe2,5,5,10,62.5,40.0355,41.751,0,0,0,0,0,0,0,Cu(acac)2,In(acac)3,Se,ODE,TBP,DT,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1135,180,220,0,30,-1,2.9,17.24,0,1,CuInSe2,5,5,10,62.5,40.0355,41.751,0,0,0,0,0,0,0,Cu(acac)2,In(acac)3,Se,ODE,TBP,DT,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1136,180,220,0,60,-1,3.1,9.67,0,1,CuInSe2,5,5,10,62.5,40.0355,41.751,0,0,0,0,0,0,0,Cu(acac)2,In(acac)3,Se,ODE,TBP,DT,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1137,70,80,0,20,-1,2.4,11.1,0,1,CuInSe2,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0,CuI,InI3,Se-OLA,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1138,70,140,0,20,-1,2.9,8,0,1,CuInSe2,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0,CuI,InI3,Se-OLA,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1139,70,180,13.90111345,20,-1,3.9,6.3,0,1,CuInSe2,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0,CuI,InI3,Se-OLA,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1140,70,210,13.90111345,20,-1,5,7.9,0,1,CuInSe2,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0,CuI,InI3,Se-OLA,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1141,70,240,13.90111345,20,-1,5.2,11.7,10,1,CuInSe2,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0,CuI,InI3,Se-OLA,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1142,70,270,13.90111345,20,-1,10,19.9,0,1,CuInSe2,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0,CuI,InI3,Se-OLA,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1143,180,180,0,10,-1,3.5,11.42,0,1,CuInSe2,0.1,0.1,0.25,12.157,5.747,0,0,0,0,0,0,0,0,CuI,InAc3,Se,OLA,DPP,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1144,180,180,0,3,-1,4.21,10.45,0,1,CuInSe2,0.14,0.2,0.08,0.5,9.375,12.917,1.437,0,0,0,0,0,0,CuI,InAc3,ZnAc2,Se,ODE,OLA,DPP,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1145,240,240,0,5,65,8.44,24.83,0,1,CuInSe2,0.1,0.1,0.1,0.1,21.276,0,0,0,0,0,0,0,0,CuAc,InAc3,NaBH4,Se,OLA,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1146,250,250,0,1,-1,21.5,37.21,9,1,Cu3SbS4,0.45,0.45,1,30.394,0,0,0,0,0,0,0,0,0,CuCl,SbCl3,S,OLA,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1147,180,180,0,2,-1,10.2,10.78,9,1,Cu3SbS4,0.29,0.29,0.73,13.1125,1.122,0.885,0,0,0,0,0,0,0,CuCl,SbCl3,(TMS)2S,ODE,OLA,OA,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1148,200,200,0,60,-1,61,31.14,0,1,Cu3SbS4,1,1,4.4,37.5,6.302,3.6,0,0,0,0,0,0,0,CuAc2,SbCl3,S,ODE,OA,DT,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1149,200,200,0,60,-1,72,6.94,0,1,Cu3SbS3,1,1,4.4,37.5,6.302,25.6,0,0,0,0,0,0,0,CuAc2,SbCl3,S,ODE,OA,DT,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1150,250,250,0,5,-1,14.5,37.93,0,1,CuSbS2,0.45,0.45,1,30.394,0,0,0,0,0,0,0,0,0,CuCl,SbCl3,S,OLA,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1151,200,200,0,60,14,104.62,64.96,7,1,CuSbS2,1,1,2,24.315,0,0,0,0,0,0,0,0,0,Cu(acac)2,SbAc3,S,OLA,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1152,200,200,0,60,-1,52,15.38,0,1,Cu12Sb4S13,1,1,4.4,37.5,6.302,20.5,0,0,0,0,0,0,0,CuAc2,SbCl3,S,ODE,OA,DT,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1153,230,230,0,60,26,45.02,27.48,7,1,CuSbS2,1.5,1.5,3,45.59,0,0,0,0,0,0,0,0,0,Cu(acac)2,SbAc3,S,OLA,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1154,190,190,0,0.0166,-1,6.4,9.3,9,1,Cu12Sb4S13,0.56,0.56,0.31,19.803125,3.73,3.54,0,0,0,0,0,0,0,CuCl,SbCl3,(TMS)2S,ODE,OLA,OA,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1155,190,190,0,0.0166,-1,8.8,10.1,9,1,Cu12Sb4S13,0.56,0.56,0.31,23.7625,1.87,1.77,0,0,0,0,0,0,0,CuCl,SbCl3,(TMS)2S,ODE,OLA,OA,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1156,200,200,0,0.0166,-1,17.8,10.1,9,1,Cu12Sb4S13,0.56,0.56,0.61,23.7625,1.87,3.46,0,0,0,0,0,0,0,CuCl,SbCl3,(TMS)2S,ODE,OLA,OCTA,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1157,200,200,0,60,-1,140,16.42,0,1,Cu12Sb4S13,1,1,4.4,37.5,6.302,5.5,0,0,0,0,0,0,0,CuAc2,SbCl3,S,ODE,OA,DT,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1158,180,180,0,0.0166,82,13.39,11.21,0,1,Cu3SbSe4,1.5,0.5,9.6,131.25,15,0,0,0,0,0,0,0,0,CuCl2,SbCl3,Se,ODE,HDA,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1159,180,180,0,10,391,35.23,16.91,0,1,Cu3SbSe4,1.5,0.5,9.6,131.25,15,0,0,0,0,0,0,0,0,CuCl2,SbCl3,Se,ODE,HDA,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1160,180,180,0,60,16,144.97,14.59,2,1,Cu3SbSe4,1.5,0.5,9.6,131.25,15,0,0,0,0,0,0,0,0,CuCl2,SbCl3,Se,ODE,HDA,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1161,190,190,0,30,200,15.7,17.19,9,1,Cu3SbSe3,2.25,0.75,17.566,1.2,39.512,0,0,0,0,0,0,0,0,Cu(acac)2,SbAc3,DMAB,Se,OLA,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1162,250,250,0,60,-1,14.5,43.44,0,1,Cu2ZnSnS4,1.32,0.79,0.75,4.5,68.386,0,0,0,0,0,0,0,0,Cu(acac)2,Zn(acac)2,SnCl2(acac)2,S,OLA,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1163,25,280,13.90111345,60,-1,14.4,35.41,0,1,Cu2ZnSnS4,1.97,1.58,0.8,4.05,121.575,0,0,0,0,0,0,0,0,Cu(acac)2,ZnAc2,SnCl2,S,OLA,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1164,300,300,0,15,25,10.8,25,0,1,Cu2ZnSnS4,0.5,0.25,0.25,1,15.197,10,0,0,0,0,0,0,0,Cu(acac)2,ZnAc2,SnAc4,S,OLA,TOPO,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1165,300,300,0,30,25,13.3,15.79,0,1,Cu2ZnSnS4,0.5,0.25,0.25,1,15.197,10,0,0,0,0,0,0,0,Cu(acac)2,ZnAc2,SnAc4,S,OLA,TOPO,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1166,300,300,0,45,199,9.5,14.06,10,1,Cu2ZnSnS4,0.5,0.25,0.25,1,15.197,10,0,0,0,0,0,0,0,Cu(acac)2,ZnAc2,SnAc4,S,OLA,TOPO,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1167,300,300,0,60,50,13.7,12.4,0,1,Cu2ZnSnS4,0.5,0.25,0.25,1,15.197,10,0,0,0,0,0,0,0,Cu(acac)2,ZnAc2,SnAc4,S,OLA,TOPO,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1168,300,300,0,75,49,17,14.7,0,1,Cu2ZnSnS4,0.5,0.25,0.25,1,15.197,10,0,0,0,0,0,0,0,Cu(acac)2,ZnAc2,SnAc4,S,OLA,TOPO,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1169,25,280,0,60,96,10.6,17.92,0,1,Cu2ZnSnS4,1.987,0.911,1.002,4.0543,121.575,0,0,0,0,0,0,0,0,Cu(acac)2,ZnAc2,SnCl2,S,OLA,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1170,300,300,0,30,-1,25,20,9,1,Cu2ZnSnS4,1.26,1.35,0.57,2,8.884353741,91.181,0.5,0,0,0,0,0,0,CuCl,ZnO,SnCl4,TETD,DCB,OLA,ODPOA,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1171,25,230,0,90,82,10.51,14.57,9,1,Cu2ZnSnS4,1,0.5,0.497,2.183,63.82,0,0,0,0,0,0,0,0,Cu(acac)2,Zn(acac)2,SnC8(acac)2,S,ODA,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1172,225,225,0,30,61,21.37,19.5,10,1,Cu2ZnSnS4,1.5,0.75,0.75,3,39.512,0,0,0,0,0,0,0,0,Cu(acac)2,Zn(acac)2,SnBr2(acac)2,S,OLA,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1173,25,280,0,60,-1,7.87,27.35,10,1,Cu2ZnSnS4,1.987,1.58,0.949,4.0549,121.575,0,0,0,0,0,0,0,0,Cu(acac)2,ZnAc2,SnCl2,S,OLA,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1174,250,250,0,60,-1,12.51,63.47,0,1,Cu2ZnSnS4,1.32,0.79,0.75,4.5,68.386,0,0,0,0,0,0,0,0,Cu(acac)2,ZnAc2,SnCl2(acac)2,S,OLA,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1175,25,250,0,30,-1,5.42,26.02,10,1,Cu2ZnSnS4,14,10,8,20,145.89,66.802,0,0,0,0,0,0,0,CuI,ZnCl2,SnCl4,CS2,OLA,DT,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1176,300,300,0,30,31,14.5,31.03,0,1,Cu2ZnSnS4,1.7,1.22,1,4,54.709,0.17,0,0,0,0,0,0,0,Cu(acac)2,ZnAc2,SnAc4,S,OLA,TPP,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1177,300,300,0,30,31,13.4,21.64,0,1,Cu2ZnSnS4,1.7,1.22,1,4,54.859,0,0,0,0,0,0,0,0,Cu(acac)2,ZnAc2,SnAc4,S,OLA,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1178,240,240,0,60,118,23.24,18.61,5,1,Cu2ZnSnS4-2,0.1,0.05,0.05,6.263,6.0787,0,0,0,0,0,0,0,0,CuCl2,ZnCl2,SnCl4,DT,OLA,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1179,240,240,0,60,73,33.59,30.77,10,1,Cu2ZnSnS4-2,0.1,0.05,0.05,6.263,12.604,0,0,0,0,0,0,0,0,CuCl2,ZnCl2,SnCl4,DT,OA,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1180,155,260,0,30,-1,20.03,5.55,7,1,Cu2ZnSnS4-2,1.322,0.915,0.75,2.0875,14.872,31.25,4,0,0,0,0,0,0,Cu(acac)2,ZnAc2,SnAc4,DT,t-DT,ODE,TOPO,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1181,100,250,0,60,-1,12,8.33,4,1,Cu2ZnSnS4-2,5.4,4.8,1.8,5,50,79.215625,24,0,0,0,0,0,0,CuCl2,ZnO,SnCl4,DT,t-DT,ODE,OLA,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1182,120,210,0,30,-1,14.84,19.17,7,1,Cu2ZnSnS4-2,0.5,0.25,0.25,0.52,3.7,15.625,1.75,0,0,0,0,0,0,Cu(acac)2,ZnAc2,SnAc4,DT,t-DT,ODE,TOPO,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1183,120,210,0,30,-1,16.08,20.12,7,1,Cu2ZnSnS4-2,0.1667,0.25,0.25,0.52,3.7,15.625,1.75,0,0,0,0,0,0,Cu(acac)2,ZnAc2,SnAc4,DT,t-DT,ODE,TOPO,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1184,155,250,0,22.5,-1,22.14,8.57,7,1,Cu2ZnSnS4-2,1,0.5,0.5,1.0438,7.436,31.25,3.5,0,0,0,0,0,0,Cu(acac)2,ZnAc2,SnAc4,DT,t-DT,ODE,TOPO,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1185,155,255,0,22.5,249,11.87,10.2,9,1,Cu2ZnSnS4-2,1,0.5,0.5,8.35,31.25,3.5,0,0,0,0,0,0,0,Cu(acac)2,ZnAc2,SnAc4,DT,ODE,TOPO,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1186,25,210,13.90111345,90,43,9.87,23.13,9,1,Cu2ZnSnS4,1,0.5,0.5,2,39.512,0,0,0,0,0,0,0,0,CuI,ZnCl2,SnI4,S,OLA,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1187,25,240,13.90111345,60,-1,5.6,21.42,9,1,Cu2ZnSnS4,0.1,0.05,0.05,0.2,9.118,0,0,0,0,0,0,0,0,CuAc,ZnAc2,SnAc4,S,OLA,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
