ID,Temperature1,Temperature2,Speed,Time,Num,Y1,Y2,Y3,T1,T2,A1,B1,C1,D1,E1,F1,G1,H1,I1,J1,K1,L1,M1,A2,B2,C2,D2,E2,F2,G2,H2,I2,J2,K2,L2,M2
1497,300,300,0,15,-1,112.84,14,1,1,TiS2,1.95,6.5,11.2,0,0,0,0,0,0,0,0,0,0,TiCl4,CS2,OLA,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1498,300,300,0,15,-1,67.7,14,1,1,TiS2,2.4,8,11.2,0,0,0,0,0,0,0,0,0,0,TiCl4,CS2,OLA,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1499,300,300,0,15,-1,45.14,17,1,1,TiS2,3.6,12,11.2,0,0,0,0,0,0,0,0,0,0,TiCl4,CS2,OLA,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1500,330,330,0,360,-1,18,12.22,0,1,VS2,0.73,2.5,18.7,0,0,0,0,0,0,0,0,0,0,VCl4,CS2,OLA,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1501,300,300,0,180,-1,100,30,0,1,NbS2,0.73,5,11.2,0,0,0,0,0,0,0,0,0,0,NbCl5,CS2,OLA,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1502,300,300,0,120,200,106,17.35,4,1,NbS2-2,0.23,8,45.59,15.754,0,0,0,0,0,0,0,0,0,NbCl5,CS2,OLA,OA,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1503,300,300,0,120,200,54.5,18.34,4,1,NbS2-2,0.23,16,45.59,15.754,0,0,0,0,0,0,0,0,0,NbCl5,CS2,OLA,OA,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1504,300,300,0,120,200,94.31,31.49,7,1,NbS2-2,0.23,32,45.59,15.754,0,0,0,0,0,0,0,0,0,NbCl5,CS2,OLA,OA,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1505,300,300,0,120,200,24,37.5,9,1,NbS2-2,0.23,16,46.875,15.754,0,0,0,0,0,0,0,0,0,NbCl5,CS2,ODE,OA,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1506,300,300,0,90,-1,120,19.16,0,1,TaS2,0.73,5,11.2,0,0,0,0,0,0,0,0,0,0,TaCl5,CS2,OLA,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1507,300,300,0,180,-1,20,10.5,9,1,ZrS2,0.73,5,18.7,0,0,0,0,0,0,0,0,0,0,ZrCl4,CS2,OLA,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1508,300,300,0,60,-1,20,12,9,1,ZrS2,1.5,5,18.7,0,0,0,0,0,0,0,0,0,0,ZrCl4,CS2,OLA,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1509,300,300,0,180,-1,35,17,9,1,ZrS2,1.5,5,18.7,0,0,0,0,0,0,0,0,0,0,ZrCl4,CS2,OLA,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1510,300,300,0,360,-1,60,21,9,1,ZrS2,1.5,5,18.7,0,0,0,0,0,0,0,0,0,0,ZrCl4,CS2,OLA,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1511,300,300,0,720,-1,20,14,9,1,HfS2,0.73,5,11.2,0,0,0,0,0,0,0,0,0,0,HfCl4,CS2,OLA,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1512,25,300,0,30,-1,250,29,4,1,TiSe2,0.5,1,6,0,0,0,0,0,0,0,0,0,0,TiCl4,Se,OLA,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1513,25,300,0,60,-1,20,17.5,9,1,ZrSe3,0.73,1.46,14.9,0,0,0,0,0,0,0,0,0,0,ZrCl4,Se,OLA,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1514,25,300,0,60,-1,90,18,9,1,HfSe3,0.73,1.46,11.2,0,0,0,0,0,0,0,0,0,0,HfCl4,Se,OLA,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1515,25,300,0,60,-1,150,28,4,1,VSe2,0.73,1.46,11.2,0,0,0,0,0,0,0,0,0,0,VCl4,Se,OLA,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1516,25,300,0,120,-1,45,20.88,9,1,NbSe2,0.73,1.46,11.2,0,0,0,0,0,0,0,0,0,0,NbCl5,Se,OLA,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1517,25,300,0,60,-1,111.38,30,10,1,TaSe2,0.73,1.46,11.2,0,0,0,0,0,0,0,0,0,0,TaCl5,Se,OLA,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1518,280,280,0,30,-1,19.97,12.43,1,1,Cu3VS4,1,1.33,10,21.875,3.0394,1,0,0,0,0,0,0,0,CuI,VO(acac)2,DT,ODE,OLA,TOP,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1519,260,260,0,30,-1,13.54,11.66,1,1,Cu3VS4,1,1.33,10,21.875,3.0394,1,0,0,0,0,0,0,0,CuI,VO(acac)2,DT,ODE,OLA,TOP,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1520,250,250,0,30,-1,10.16,14.44,1,1,Cu3VS4,1,1.33,10,21.875,3.0394,1,0,0,0,0,0,0,0,CuI,VO(acac)2,DT,ODE,OLA,TOP,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1521,300,300,0,30,47,16.31,13.7,1,1,Cu3VS4,1,1.33,10,21.875,3.0394,2,0,0,0,0,0,0,0,CuI,VO(acac)2,DT,ODE,OLA,TOP,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1522,280,280,0,30,23,18.95,19.15,1,1,Cu3VS4,1,1.33,10,21.875,6,1,0,0,0,0,0,0,0,CuI,VO(acac)2,DT,ODE,OLA,TOP,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1523,280,280,0,30,165,13.09,11.2,1,1,Cu3NbSe4,0.3,0.1,0.4,24.315,0,0,0,0,0,0,0,0,0,CuCl,NbCl5,DPDS,OLA,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1524,280,280,0,3,165,8.58,10.52,1,1,Cu3NbSe4,0.3,0.1,0.4,24.315,0,0,0,0,0,0,0,0,0,CuCl,NbCl5,DPDS,OLA,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1525,280,280,0,60,165,17.04,10.59,1,1,Cu3NbSe4,0.3,0.1,0.4,24.315,0,0,0,0,0,0,0,0,0,CuCl,NbCl5,DPDS,OLA,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1526,280,280,0,30,197,16.79,29.54,1,1,Cu3NbSe4,0.3,0.1,0.4,29.178,15.754,0,0,0,0,0,0,0,0,CuCl,NbCl5,DPDS,OLA,OA,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1527,280,280,0,30,185,24.79,23.94,0,1,Cu3NbSe4,0.3,0.1,0.4,27.962,15.754,0,0,0,0,0,0,0,0,CuCl,NbCl5,DPDS,OLA,OA,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1528,280,280,0,30,116,20.19,25.96,0,1,Cu3NbSe4,0.3,0.1,0.4,26.746,15.754,0,0,0,0,0,0,0,0,CuCl,NbCl5,DPDS,OLA,OA,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1529,200,200,0,90,102,24.82,7.27,1,1,Eu3S4,0.3,2.37,6.25,30.394,0,0,0,0,0,0,0,0,0,EuI2,(TMS)2S,ODE,OLA,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1530,150,300,0,90,125,8,12.5,0,1,EuSm2S4,0.1,0.2,2.37,6.25,30.394,0,0,0,0,0,0,0,0,EuI2,SmI2,(TMS)2S,ODE,OLA,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1531,300,300,0,5,-1,17,48.82,0,1,Cu2ZnSnTe4,0.4,0.2,0.2,0.8,24.80144085,6.0787,14.576,0,0,0,0,0,0,Cu(acac)2,In(acac)3,SnCl2(acac)2,Te,PL,OLA,DOPO,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1532,90,280,13.90111345,120,-1,12.1,6.74,10,1,AgGaS2,0.1,0.1,41.751,0,0,0,0,0,0,0,0,0,0,Ag(S2CNEt2),Ga(S2CNEt2)3,DT,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1533,90,280,13.90111345,120,-1,12.92,10.34,10,1,AgGaS2,0.1,0.1,32.726,0,0,0,0,0,0,0,0,0,0,Ag(S2CNEt2),Ga(S2CNEt2)3,HDT,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1534,90,280,13.90111345,120,-1,18.4,6.52,4,1,AgGaS2,0.1,0.1,30.394,0,0,0,0,0,0,0,0,0,0,Ag(S2CNEt2),Ga(S2CNEt2)3,OLA,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1535,90,280,13.90111345,120,-1,20.06,6.8,6,1,AgGaS2,0.1,0.1,33.67,0,0,0,0,0,0,0,0,0,0,Ag(S2CNEt2),Ga(S2CNEt2)3,HDA,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1536,90,280,13.90111345,120,80,29.67,26.43,4,1,Ag,0.1,0.1,22.421,0,0,0,0,0,0,0,0,0,0,Ag(S2CNEt2),Ga(S2CNEt2)3,TOP,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1537,25,80,13.90111345,120,-1,4.4,4.54,9,1,Ag,19.986,418.421,0,0,0,0,0,0,0,0,0,0,0,AgMA,NEt3,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1538,25,220,13.90111345,5,250,20.5,7.5,9,1,AgSbS2,0.25,0.25,0.5,19.756,13.391,0,0,0,0,0,0,0,0,AgNO3,SbCl3,(TMS)2S,OLA,OA,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1539,25,220,13.90111345,5,631,36.73,6.04,9,1,AgSbS2,0.25,0.25,0.5,18.236,0,0,0,0,0,0,0,0,0,AgNO3,Sb(S2CNEt2)3,(TMS)2S,OLA,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1540,25,220,13.90111345,5,256,60.31,9.49,9,1,AgSbS2,0.25,0.25,0.5,0.5,19.756,0,0,0,0,0,0,0,0,AgNO3,Sb(S2CNEt2)3,(TMS)2S,S,OLA,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1541,25,220,13.90111345,5,147,83.8,8.12,9,1,AgSbS2,0.25,0.25,0.5,2,24.3147,0,0,0,0,0,0,0,0,AgNO3,Sb(S2CNEt2)3,(TMS)2S,S,OLA,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1542,25,220,13.90111345,1.5,246,62.44,16.16,9,1,AgSbS2,0.25,0.25,0.5,2,24.3147,0,0,0,0,0,0,0,0,AgNO3,Sb(S2CNEt2)3,(TMS)2S,S,OLA,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1543,25,220,13.90111345,12,96,100.34,7.8,9,1,AgSbS2,0.25,0.25,0.5,2,24.3147,0,0,0,0,0,0,0,0,AgNO3,Sb(S2CNEt2)3,(TMS)2S,S,OLA,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1544,335,335,0,30,92,71.54,2.68,1,1,FeCr2Se4,0.025,0.5,3,33.433,0,0,0,0,0,0,0,0,0,Fe(acac)2,Cr(acac)3,Se,OLA,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1545,335,335,0,30,420,13.6,4.41,9,1,FeCr2S4,0.025,0.5,0.15,30.394,0,0,0,0,0,0,0,0,0,Fe(acac)2,Cr(acac)3,DT,OLA,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1546,180,180,0,20,-1,15.2,7,9,1,Fe,5.2,62.5,0.9,0,0,0,0,0,0,0,0,0,0,Fe(CO)5,ODE,OLA,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1547,25,380,5,120,40,23.88,7.67,9,1,Fe,2,35.403,0,0,0,0,0,0,0,0,0,0,0,FeSA2,OA,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1548,25,380,5,60,31,21.27,4.7,1,1,Fe,2,0.328,35.403,0,0,0,0,0,0,0,0,0,0,FeSA2,NaOA,OA,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1549,25,380,2,120,43,46.05,11.58,3,1,Fe,2,35.403,0,0,0,0,0,0,0,0,0,0,0,FeSA2,OA,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1550,200,200,0,15,72,8.9,5.46,9,1,Co,2,188.5905646,2,2,0,0,0,0,0,0,0,0,0,Co2(CO)8,DPE,TBP,OA,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1551,25,208,15,30,238,11.11,5.44,9,1,Co,1.579,132.4810893,1.657,1.103,0,0,0,0,0,0,0,0,0,Co2(CO)8,tetralin,DOA,OA,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1552,215,200,0,30,-1,5,5,9,1,Ni,2.024,6.0787,20.0178,0,0,0,0,0,0,0,0,0,0,Ni(acac)2,OLA,TBP,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1553,200,200,0,20,165,4.8,8.33,9,1,Ni,4,314.3176077,16,8,4,10,0,0,0,0,0,0,0,NiAc2,DPE,TOA,TOP,OA,DT,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1554,215,215,0,20,165,7.5,9.33,9,1,Ni,4,314.3176077,8,4,4,10,0,0,0,0,0,0,0,NiAc2,DPE,TOA,TOP,OA,DT,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1555,250,250,0,20,165,11.7,4.27,9,1,Ni,4,314.3176077,8,4,4,10,0,0,0,0,0,0,0,NiAc2,DPE,TBA,TBP,OA,DT,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1556,250,250,0,20,165,8.8,6.81,9,1,Ni,4,314.3176077,16,8,4,10,0,0,0,0,0,0,0,Ni(acac)2,DPE,TOA,TOP,OA,DT,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1557,250,250,0,20,165,12.8,5.46,9,1,Ni,4,314.3176077,16,8,4,10,0,0,0,0,0,0,0,Ni(acac)2,DPE,OLA,TOP,OA,DT,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1558,250,250,0,20,165,16.3,2.45,9,1,Ni,4,314.3176077,8,4,4,10,0,0,0,0,0,0,0,Ni(acac)2,DPE,TOA,TOP,OA,DT,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1559,25,215,0,30,165,7.8,8.97,9,1,Ni,0.65,24.315,6,0,0,0,0,0,0,0,0,0,0,Ni(acac)2,OLA,TOP,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1560,25,220,13.90111345,120,100,2,15,9,1,Ni,7.8,78,0,0,0,0,0,0,0,0,0,0,0,Ni(acac)2,TOP,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1561,25,220,13.90111345,120,100,9,6.6,9,1,Ni,7.8,78,6.24,0,0,0,0,0,0,0,0,0,0,Ni(acac)2,OLA,TOP,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1562,25,220,13.90111345,120,100,13,10.1,9,1,Ni,7.8,78,2.34,0,0,0,0,0,0,0,0,0,0,Ni(acac)2,OLA,TOP,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1563,25,220,13.90111345,120,100,9,7.9,9,1,Ni,7.8,78,3.9,0,0,0,0,0,0,0,0,0,0,Ni(acac)2,OLA,TOP,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1564,25,220,13.90111345,120,100,9,6.9,9,1,Ni,7.8,78,39,0,0,0,0,0,0,0,0,0,0,Ni(acac)2,OLA,TOP,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1565,25,220,13.90111345,120,100,23,5.7,9,1,Ni,7.8,62.4,6.24,0,0,0,0,0,0,0,0,0,0,Ni(acac)2,OLA,TOP,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1566,25,220,13.90111345,120,100,26,5.1,9,1,Ni,7.8,46.8,6.24,0,0,0,0,0,0,0,0,0,0,Ni(acac)2,OLA,TOP,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1567,25,220,13.90111345,120,100,28,5.9,9,1,Ni,7.8,31.2,6.24,0,0,0,0,0,0,0,0,0,0,Ni(acac)2,OLA,TOP,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1568,25,220,13.90111345,120,100,32,7.2,9,1,Ni,7.8,15.6,6.24,0,0,0,0,0,0,0,0,0,0,Ni(acac)2,OLA,TOP,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1569,25,220,13.90111345,120,100,15,7.3,9,1,Ni,7.8,31.2,31.2,0,0,0,0,0,0,0,0,0,0,Ni(acac)2,OLA,TOP,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1570,25,240,0,60,-1,12.18,2.46,3,1,FePt,0.12,0.502,13.29758713,12.157,12.604,4.063,0,0,0,0,0,0,0,Pt(acac)2,Fe(CO)5,DE,OLA,OA,HDD,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1571,25,240,0,60,-1,13.74,2.46,1,1,FePt,0.12,0.502,13.29758713,6.0787,18.905,4.063,0,0,0,0,0,0,0,Pt(acac)2,Fe(CO)5,DE,OLA,OA,HDD,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1572,25,240,0,60,-1,13.31,8.47,1,1,FePt,0.12,0.502,13.29758713,12.157,12.604,19.347,0,0,0,0,0,0,0,Pt(acac)2,Fe(CO)5,DE,OLA,OA,HDD,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1573,25,240,0,60,-1,13.54,6.66,1,1,FePt,0.242,0.502,13.29758713,12.157,12.604,4.063,0,0,0,0,0,0,0,Pt(acac)2,Fe(CO)5,DE,OLA,OA,HDD,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1574,120,205,0,120,689,7.79,9.47,1,1,FePt,0.5,2,78.68455563,5,5,0,0,0,0,0,0,0,0,Pt(acac)2,Fe(CO)5,DBE,OLA,OA,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1575,120,160,0,30,147,3.5,9.19,9,1,FePt,0.509,1.141,46.875,15.197,0,0,0,0,0,0,0,0,0,Pt(acac)2,Fe(CO)5,ODE,OLA,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1576,120,160,0,30,17,8.64,63.65,7,1,FePt,0.509,1.141,31.25,30.394,0,0,0,0,0,0,0,0,0,Pt(acac)2,Fe(CO)5,ODE,OLA,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1577,120,240,0,60,146,7.77,7,9,1,FePt,0.5,1.521,31.25,4,4,0,0,0,0,0,0,0,0,Pt(acac)2,Fe(CO)5,ODE,OLA,OA,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1578,25,286,13.90111345,30,-1,3.01,9.63,9,1,FePt,0.5,0.5,66.48793566,0.5,0.5,2,0,0,0,0,0,0,0,Pt(acac)2,Fe(acac)2,DE,OLA,OA,HDD,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1579,25,300,20,60,-1,7,7.14,9,1,Fe3O4,3,91.18,0,0,0,0,0,0,0,0,0,0,0,Fe(acac)3,OLA,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1580,25,300,20,60,-1,8,5,9,1,Fe3O4,3,52.45637042,60.787,0,0,0,0,0,0,0,0,0,0,Fe(acac)3,DBE,OLA,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1581,25,300,20,60,-1,9,6.66,9,1,Fe3O4,3,62.94764451,54.709,0,0,0,0,0,0,0,0,0,0,Fe(acac)3,DBE,OLA,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1582,25,300,20,60,-1,10,8,9,1,Fe3O4,3,78.68455563,45.59,0,0,0,0,0,0,0,0,0,0,Fe(acac)3,DBE,OLA,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1583,25,290,20,30,-1,88.58,8.79,1,1,Fe3O4,2,52.45637042,4,0,0,0,0,0,0,0,0,0,0,Fe(acac)3,DBE,OA,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
1584,25,290,20,90,-1,175,14.12,1,1,Fe3O4,2,26.22818521,4,0,0,0,0,0,0,0,0,0,0,Fe(acac)3,DBE,OA,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
