ID,Temperature1,Temperature2,Speed,Time,T1,T2,A1,A2,B1,B2,C1,C2,D1,D2,E1,E2,F1,F2,G1,G2,H1,H2,I1,I2,J1,J2,Y1,Y2,Y3,Num,scaleplate
1498,300,300,0,15,1,TiS2,2.4,TiCl4,8,CS2,11.2,OLA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,67.7,14,cube,,
1499,300,300,0,15,1,TiS2,3.6,TiCl4,12,CS2,11.2,OLA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,45.14,17,cube,,
1500,330,330,0,360,1,VS2,0.73,VCl4,2.5,CS2,18.7,OLA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,18,12.22,Irregular shape,,
1501,300,300,0,180,1,NbS2,0.73,NbCl5,5,CS2,11.2,OLA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,100,30,Irregular shape,,
1502,300,300,0,120,1,NbS2-2,0.23,NbCl5,8,CS2,45.59,OLA,15.754,OA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,106,17.35,hexagon,200,
1503,300,300,0,120,1,NbS2-2,0.23,NbCl5,16,CS2,45.59,OLA,15.754,OA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,54.5,18.34,hexagon,200,
1504,300,300,0,120,1,NbS2-2,0.23,NbCl5,32,CS2,45.59,OLA,15.754,OA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,94.31,31.49,rod,200,
1505,300,300,0,120,1,NbS2-2,0.23,NbCl5,16,CS2,46.875,ODE,15.754,OA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,24,37.5,sphere,200,
1506,300,300,0,90,1,TaS2,0.73,TaCl5,5,CS2,11.2,OLA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,120,19.16,Irregular shape,,
1507,300,300,0,180,1,ZrS2,0.73,ZrCl4,5,CS2,18.7,OLA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,20,10.5,sphere,,
1508,300,300,0,60,1,ZrS2,1.5,ZrCl4,5,CS2,18.7,OLA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,20,12,sphere,,
1509,300,300,0,180,1,ZrS2,1.5,ZrCl4,5,CS2,18.7,OLA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,35,17,sphere,,
1510,300,300,0,360,1,ZrS2,1.5,ZrCl4,5,CS2,18.7,OLA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,60,21,sphere,,
1511,300,300,0,720,1,HfS2,0.73,HfCl4,5,CS2,11.2,OLA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,20,14,sphere,,
1512,25,300,0,30,1,TiSe2,0.5,TiCl4,1,Se,6,OLA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,250,29,hexagon,,
1513,25,300,0,60,1,ZrSe3,0.73,ZrCl4,1.46,Se,14.9,OLA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,20,17.5,sphere,,
1514,25,300,0,60,1,HfSe3,0.73,HfCl4,1.46,Se,11.2,OLA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,90,18,sphere,,
1515,25,300,0,60,1,VSe2,0.73,VCl4,1.46,Se,11.2,OLA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,150,28,hexagon,,
1516,25,300,0,120,1,NbSe2,0.73,NbCl5,1.46,Se,11.2,OLA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,45,20.88,sphere,,
1517,25,300,0,60,1,TaSe2,0.73,TaCl5,1.46,Se,11.2,OLA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,111.38,30,triangle,,
1518,280,280,0,30,1,Cu3VS4,1,CuI,1.33,VO(acac)2,10,DT,21.875,ODE,3.0394,OLA,1,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,19.97,12.43,cube,,
1519,260,260,0,30,1,Cu3VS4,1,CuI,1.33,VO(acac)2,10,DT,21.875,ODE,3.0394,OLA,1,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,13.54,11.66,cube,,
1520,250,250,0,30,1,Cu3VS4,1,CuI,1.33,VO(acac)2,10,DT,21.875,ODE,3.0394,OLA,1,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,10.16,14.44,cube,,
1521,300,300,0,30,1,Cu3VS4,1,CuI,1.33,VO(acac)2,10,DT,21.875,ODE,3.0394,OLA,2,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,16.31,13.7,cube,47,0.657894737
1522,280,280,0,30,1,Cu3VS4,1,CuI,1.33,VO(acac)2,10,DT,21.875,ODE,6,OLA,1,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,18.95,19.15,cube,23,0.664451827
1523,280,280,0,30,1,Cu3NbSe4,0.3,CuCl,0.1,NbCl5,0.4,DPDS,24.315,OLA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,13.09,11.2,cube,165,
1524,280,280,0,3,1,Cu3NbSe4,0.3,CuCl,0.1,NbCl5,0.4,DPDS,24.315,OLA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,8.58,10.52,cube,165,
1525,280,280,0,60,1,Cu3NbSe4,0.3,CuCl,0.1,NbCl5,0.4,DPDS,24.315,OLA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,17.04,10.59,cube,165,
1526,280,280,0,30,1,Cu3NbSe4,0.3,CuCl,0.1,NbCl5,0.4,DPDS,29.178,OLA,15.754,OA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,16.79,29.54,cube,197,0.847457627
1527,280,280,0,30,1,Cu3NbSe4,0.3,CuCl,0.1,NbCl5,0.4,DPDS,27.962,OLA,15.754,OA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,24.79,23.94,Irregular shape,185,0.847457627
1528,280,280,0,30,1,Cu3NbSe4,0.3,CuCl,0.1,NbCl5,0.4,DPDS,26.746,OLA,15.754,OA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,20.19,25.96,Irregular shape,116,0.847457627
1529,200,200,0,90,1,Eu3S4,0.3,EuI2,2.37,(TMS)2S,6.25,ODE,30.394,OLA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,24.82,7.27,cube,102,
1530,150,300,0,90,1,EuSm2S4,0.1,EuI2,0.2,SmI2,2.37,(TMS)2S,6.25,ODE,30.394,OLA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,8,12.5,Irregular shape,125,
1531,300,300,0,5,1,Cu2ZnSnTe4,0.4,Cu(acac)2,0.2,In(acac)3,0.2,SnCl2(acac)2,0.8,Te,24.80144085,PL,6.0787,OLA,14.576,DOPO,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,17,48.82,Irregular shape,,
1532,90,280,,120,1,AgGaS2,0.1,Ag(S2CNEt2),0.1,Ga(S2CNEt2)3,41.751,DT,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,12.1,6.74,triangle,,
1533,90,280,,120,1,AgGaS2,0.1,Ag(S2CNEt2),0.1,Ga(S2CNEt2)3,32.726,HDT,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,12.92,10.34,triangle,,
1534,90,280,,120,1,AgGaS2,0.1,Ag(S2CNEt2),0.1,Ga(S2CNEt2)3,30.394,OLA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,18.4,6.52,hexagon,,
1535,90,280,,120,1,AgGaS2,0.1,Ag(S2CNEt2),0.1,Ga(S2CNEt2)3,33.67,HDA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,20.06,6.8,rhombus,,
1536,90,280,,120,1,Ag,0.1,Ag(S2CNEt2),0.1,Ga(S2CNEt2)3,22.421,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,29.67,26.43,hexagon,80,0.33557047
1537,25,80,,120,1,Ag,19.986,AgMA,418.421,NEt3,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,4.4,4.54,sphere,,
1538,25,220,,5,1,AgSbS2,0.25,AgNO3,0.25,SbCl3,0.5,(TMS)2S,19.756,OLA,13.391,OA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,20.5,7.5,sphere,250,
1539,25,220,,5,1,AgSbS2,0.25,AgNO3,0.25,Sb(S2CNEt2)3,0.5,(TMS)2S,18.236,OLA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,36.73,6.04,sphere,631,1.369863014
1540,25,220,,5,1,AgSbS2,0.25,AgNO3,0.25,Sb(S2CNEt2)3,0.5,(TMS)2S,0.5,S,19.756,OLA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,60.31,9.49,sphere,256,1.369863014
1541,25,220,,5,1,AgSbS2,0.25,AgNO3,0.25,Sb(S2CNEt2)3,0.5,(TMS)2S,2,S,24.3147,OLA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,83.8,8.12,sphere,147,1.388888889
1542,25,220,,1.5,1,AgSbS2,0.25,AgNO3,0.25,Sb(S2CNEt2)3,0.5,(TMS)2S,2,S,24.3147,OLA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,62.44,16.16,sphere,246,1.369863014
1543,25,220,,12,1,AgSbS2,0.25,AgNO3,0.25,Sb(S2CNEt2)3,0.5,(TMS)2S,2,S,24.3147,OLA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,100.34,7.8,sphere,96,1.369863014
1544,335,335,0,30,1,FeCr2Se4,0.025,Fe(acac)2,0.5,Cr(acac)3,3,Se,33.433,OLA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,71.54,2.68,cube,92,
1545,335,335,0,30,1,FeCr2S4,0.025,Fe(acac)2,0.5,Cr(acac)3,0.15,DT,30.394,OLA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,13.6,4.41,sphere,420,
1546,180,180,0,20,1,Fe,5.2,Fe(CO)5,62.5,ODE,0.9,OLA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,15.2,7,sphere,,
1547,25,380,5,120,1,Fe,2,FeSA2,35.403,OA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,23.88,7.67,sphere,40,0.495049505
1548,25,380,5,60,1,Fe,2,FeSA2,0.328,NaOA,35.403,OA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,21.27,4.7,cube,31,0.495049505
1549,25,380,2,120,1,Fe,2,FeSA2,35.403,OA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,46.05,11.58,four-pointed star,43,0.591715976
1550,200,200,0,15,1,Co,2,Co2(CO)8,188.5905646,DPE,2,TBP,2,OA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,8.9,5.46,sphere,72,0.15625
1551,25,208,15,30,1,Co,1.579,Co2(CO)8,132.4810893,tetralin,1.657,DOA,1.103,OA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,11.11,5.44,sphere,238,0.387596899
1552,215,200,0,30,1,Ni,2.024,Ni(acac)2,6.0787,OLA,20.0178,TBP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,5,5,sphere,,
1553,200,200,0,20,1,Ni,4,NiAc2,314.3176077,DPE,16,TOA,8,TOP,4,OA,10,DT,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,4.8,8.33,sphere,165,
1554,215,215,0,20,1,Ni,4,NiAc2,314.3176077,DPE,8,TOA,4,TOP,4,OA,10,DT,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,7.5,9.33,sphere,165,
1555,250,250,0,20,1,Ni,4,NiAc2,314.3176077,DPE,8,TBA,4,TBP,4,OA,10,DT,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,11.7,4.27,sphere,165,
1556,250,250,0,20,1,Ni,4,Ni(acac)2,314.3176077,DPE,16,TOA,8,TOP,4,OA,10,DT,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,8.8,6.81,sphere,165,
1557,250,250,0,20,1,Ni,4,Ni(acac)2,314.3176077,DPE,16,OLA,8,TOP,4,OA,10,DT,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,12.8,5.46,sphere,165,
1558,250,250,0,20,1,Ni,4,Ni(acac)2,314.3176077,DPE,8,TOA,4,TOP,4,OA,10,DT,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,16.3,2.45,sphere,165,
1559,25,215,0,30,1,Ni,0.65,Ni(acac)2,24.315,OLA,6,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,7.8,8.97,sphere,165,
1560,25,220,,120,1,Ni,7.8,Ni(acac)2,78,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,2,15,sphere,100,
1561,25,220,,120,1,Ni,7.8,Ni(acac)2,78,OLA,6.24,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,9,6.6,sphere,100,
1562,25,220,,120,1,Ni,7.8,Ni(acac)2,78,OLA,2.34,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,13,10.1,sphere,100,
1563,25,220,,120,1,Ni,7.8,Ni(acac)2,78,OLA,3.9,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,9,7.9,sphere,100,
1564,25,220,,120,1,Ni,7.8,Ni(acac)2,78,OLA,39,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,9,6.9,sphere,100,
1565,25,220,,120,1,Ni,7.8,Ni(acac)2,62.4,OLA,6.24,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,23,5.7,sphere,100,
1566,25,220,,120,1,Ni,7.8,Ni(acac)2,46.8,OLA,6.24,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,26,5.1,sphere,100,
1567,25,220,,120,1,Ni,7.8,Ni(acac)2,31.2,OLA,6.24,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,28,5.9,sphere,100,
1568,25,220,,120,1,Ni,7.8,Ni(acac)2,15.6,OLA,6.24,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,32,7.2,sphere,100,
1569,25,220,,120,1,Ni,7.8,Ni(acac)2,31.2,OLA,31.2,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,15,7.3,sphere,100,
1570,25,240,0,60,1,FePt,0.12,Pt(acac)2,0.502,Fe(CO)5,13.29758713,DE,12.157,OLA,12.604,OA,4.063,HDD,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,12.18,2.46,four-pointed star,,
1571,25,240,0,60,1,FePt,0.12,Pt(acac)2,0.502,Fe(CO)5,13.29758713,DE,6.0787,OLA,18.905,OA,4.063,HDD,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,13.74,2.46,cube,,
1572,25,240,0,60,1,FePt,0.12,Pt(acac)2,0.502,Fe(CO)5,13.29758713,DE,12.157,OLA,12.604,OA,19.347,HDD,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,13.31,8.47,cube,,
1573,25,240,0,60,1,FePt,0.242,Pt(acac)2,0.502,Fe(CO)5,13.29758713,DE,12.157,OLA,12.604,OA,4.063,HDD,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,13.54,6.66,cube,,
1574,120,205,0,120,1,FePt,0.5,Pt(acac)2,2,Fe(CO)5,78.68455563,DBE,5,OLA,5,OA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,7.79,9.47,cube,689,
1575,120,160,0,30,1,FePt,0.509,Pt(acac)2,1.141,Fe(CO)5,46.875,ODE,15.197,OLA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,3.5,9.19,sphere,147,0.108695652
1576,120,160,0,30,1,FePt,0.509,Pt(acac)2,1.141,Fe(CO)5,31.25,ODE,30.394,OLA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,8.64,63.65,rod,17,0.088888889
1577,120,240,0,60,1,FePt,0.5,Pt(acac)2,1.521,Fe(CO)5,31.25,ODE,4,OLA,4,OA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,7.77,7,sphere,146,0.227272727
1578,25,286,,30,1,FePt,0.5,Pt(acac)2,0.5,Fe(acac)2,66.48793566,DE,0.5,OLA,0.5,OA,2,HDD,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,3.01,9.63,sphere,,
1579,25,300,20,60,1,Fe3O4,3,Fe(acac)3,91.18,OLA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,7,7.14,sphere,,
1580,25,300,20,60,1,Fe3O4,3,Fe(acac)3,52.45637042,DBE,60.787,OLA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,8,5,sphere,,
1581,25,300,20,60,1,Fe3O4,3,Fe(acac)3,62.94764451,DBE,54.709,OLA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,9,6.66,sphere,,
1582,25,300,20,60,1,Fe3O4,3,Fe(acac)3,78.68455563,DBE,45.59,OLA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,10,8,sphere,,
1583,25,290,20,30,1,Fe3O4,2,Fe(acac)3,52.45637042,DBE,4,OA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,88.58,8.79,cube,,
1584,25,290,20,90,1,Fe3O4,2,Fe(acac)3,26.22818521,DBE,4,OA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,175,14.12,cube,,
1585,25,290,20,120,1,Fe3O4,2,Fe(acac)3,26.22818521,DBE,4,OA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,187.91,21.42,cube,,
1586,25,290,20,30,1,Fe3O4,2,Fe(acac)3,52.45637042,DBE,4.496,OA,2.018,BPCA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,25.3,16.83,cube,,
1587,25,320,0,30,1,Fe3O4,40,FeOA3,565.499,TOA,20,OA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,22.06,3.57,sphere,,
1588,25,300,3,60,1,Fe3O4,1.097,FeOA2,2.194,FeOA3,62.5,ODE,1.416,OA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,21.92,17.08,sphere,,
1589,25,305,1,60,1,Fe3O4,1.667,FeOA2,3.333,FeOA3,78.125,ODE,2.5,OA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,11,3.63,sphere,,
1590,25,310,1,60,1,Fe3O4,1.667,FeOA2,3.333,FeOA3,78.125,ODE,2.5,OA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,16,3.13,sphere,,
1591,25,325,1,60,1,Fe3O4,1.667,FeOA2,3.333,FeOA3,78.125,ODE,2.5,OA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,22,3.18,sphere,,
1592,25,330,1,60,1,Fe3O4,1.667,FeOA2,3.333,FeOA3,70.57817067,ESE,2.5,OA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,24,12.5,sphere,,
1593,25,320,3.3,60,1,Fe3O4,1.667,FeOA2,3.333,FeOA3,78.125,ODE,2.5,OA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,18.92,8.46,sphere,369,0.537634409
1594,25,330,,60,1,Fe3O4,1,Fe(acac)3,0.65,ZnCl2,6.86155496,DE,12.16,OLA,6.31,OA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,22,7,sphere,,
1595,25,290,,30,1,Fe3O4,0.55,Fe(acac)3,0.83,Zn(acac)2,52.61373953,DBE,3.78,OA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,20.31,5,cube,,
1596,25,290,,30,1,Fe3O4,0.7,Fe(acac)3,1.05,Zn(acac)2,52.61373953,DBE,3.78,OA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,25.14,31.86,cube,33,0.223214286
1597,25,290,,30,1,Fe3O4,0.8,Fe(acac)3,1.2,Zn(acac)2,52.61373953,DBE,3.78,OA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,47.65,6.44,cube,8,0.223214286
1598,25,290,,30,1,Fe3O4,0.9,Fe(acac)3,1.35,Zn(acac)2,52.61373953,DBE,3.78,OA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,54.45,40.97,cube,6,0.225225225
1599,25,290,,30,1,Fe3O4,1,Fe(acac)3,1.5,Zn(acac)2,52.61373953,DBE,3.78,OA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,67.14,6.11,cube,4,0.224215247
1600,25,290,,30,1,Fe3O4,1.5,Fe(acac)3,2.25,Zn(acac)2,52.61373953,DBE,3.78,OA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,59.87,30.74,cube,5,0.225225225
1601,150,150,0,5,1,CsPbBr3-1,0.0098,Cs2CO3,0.035,PbBr2,31.25,ODE,0.76,OLA,1.51,OCT,3.94,OA,1.58,OCTA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,315.95,18.17,cube,,
1602,150,150,0,5,1,CsPbBr3-1,0.0098,Cs2CO3,0.035,PbBr2,31.25,ODE,0.76,OLA,1.81,OCT,3.94,OA,1.89,OCTA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,688.31,8.34,cube,,
1603,150,150,0,5,1,CsPbBr3-1,0.0098,Cs2CO3,0.035,PbBr2,31.25,ODE,0.76,OLA,2.41,OCT,3.94,OA,2.52,OCTA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,1100.17,8.7,cube,,
1604,150,150,0,5,1,CsPbBr3-1,0.0098,Cs2CO3,0.035,PbBr2,31.25,ODE,0.76,OLA,3.02,OCT,3.94,OA,3.16,OCTA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,5822.44,10.68,cube,,
