x,y,shape label
13.255714416503906,-65.51875305,7
13.198261260986328,-65.57066345,5
20.475561141967773,-59.20718002,5
42.79726028442383,-26.9603405,1
-13.71052647,-0.59112376,9
-13.5414505,-0.52363193,9
-18.5667057,3.0815491676330566,9
-11.46787262,-14.53715134,9
29.10871696472168,-31.04410744,1
28.7474365234375,-30.6580143,1
28.7069091796875,-30.84256554,1
43.76160430908203,-17.55261993,1
-15.18734169,-31.88040733,9
-15.57935143,-27.15833092,9
0.9123489260673523,-16.98518753,9
1.8054229021072388,-4.445070267,9
1.6880098581314087,-4.263169289,9
-37.79252625,-17.20269585,9
-15.38616848,-16.98078346,9
4.438211917877197,-37.18278122,6
6.482154846191406,-39.03729248,6
6.681615352630615,-39.04299545,6
7.2416205406188965,-39.1586647,6
4.464628219604492,-39.8247757,6
4.943176746368408,-39.53428268,6
62.87785720825195,28.693010330200195,3
3.674543857574463,-39.78627014,6
-0.633303642,-40.765625,9
-0.669399738,-40.75019073,6
0.2102195769548416,-41.16553497,6
-0.356898725,-40.93664551,6
0.4661521911621094,-41.18808365,6
-32.84629059,-30.03925896,9
54.31538391113281,-17.53618622,1
0.28248271346092224,-43.25921249,6
-6.83658886,-70.76075745,7
-18.53614235,13.977750778198242,9
-45.43146515,8.733670234680176,9
25.91158103942871,44.65007019042969,0
-3.967053413,-72.25203705,7
-4.422996998,-72.02541351,7
-4.235665798,-71.54753113,7
-5.01648283,-71.59443665,7
-5.634940147,-72.03962708,7
-5.376684189,-71.98898315,7
56.336002349853516,-22.28602028,1
2.5232160091400146,39.5224723815918,0
-17.93877029,12.151535034179688,9
-20.010952,2.785054922103882,9
-0.704810977,42.215797424316406,0
-6.492257595,55.631595611572266,0
-4.188586712,43.23714065551758,0
-0.945177913,44.18000793457031,0
-37.97229004,-23.4200325,9
6.642589569091797,47.29583740234375,0
-1.658847332,49.13874816894531,0
18.792160034179688,41.02537155151367,0
3.612535238265991,40.26278305053711,0
3.7480556964874268,39.88741683959961,0
11.604496002197266,36.08521270751953,0
18.316076278686523,19.472925186157227,10
17.219663619995117,18.400259017944336,10
6.368042469024658,47.65681076049805,0
6.828800201416016,47.92531967163086,0
0.309731125831604,46.061912536621094,0
3.2039268016815186,42.732643127441406,0
17.56216049194336,57.53799057006836,0
9.885136604309082,39.3453254699707,0
3.8622584342956543,39.978782653808594,0
4.780513286590576,39.78339385986328,0
4.8394083976745605,39.78133010864258,0
0.8098322153091431,41.390106201171875,0
-48.52515411,13.947626113891602,9
5.656187057495117,50.919647216796875,0
5.572998047,50.795555114746094,0
6.87083101272583,48.90751266479492,0
6.030745029449463,47.6723518371582,0
-23.15926552,26.34206771850586,9
-19.65830231,12.423474311828613,9
-19.633564,12.440353393554688,9
-35.02199173,-8.093876839,9
2.0203940868377686,44.28175735473633,0
8.842503547668457,43.08692932128906,0
0.9989014863967896,44.34794998168945,0
18.513418197631836,16.12605094909668,10
-42.17149734,19.326051712036133,9
18.981000900268555,16.194482803344727,10
19.35437774658203,16.476621627807617,10
19.539554595947266,16.570114135742188,10
-40.69836426,-15.33192348,9
-4.131541252,39.50391387939453,0
-3.637269258,39.5003662109375,0
-41.19487,-3.375778913,9
-1.046115875,42.31308364868164,0
11.370912551879883,39.49440383911133,0
-15.271348,25.238008499145508,9
15.437442779541016,15.861756324768066,10
18.056228637695312,19.04069709777832,10
16.366228103637695,18.806560516357422,10
16.328706741333008,18.836179733276367,10
17.806476593017578,18.67107582092285,10
17.80701446533203,18.563892364501953,10
15.736699104309082,15.734480857849121,10
-13.88356495,25.141155242919922,9
-20.61438751,27.780580520629883,9
-48.46300888,10.161441802978516,9
-45.95519638,8.703651428222656,9
-45.1408577,7.335799694061279,9
-45.1283493,7.30010986328125,9
-45.02494049,7.254267692565918,9
-44.80501556,7.024786472320557,9
-44.48293686,7.146878242492676,9
-44.37976837,7.6924614906311035,9
-44.06053543,8.587815284729004,9
-43.70626831,9.096955299377441,9
-45.14850998,7.049995422363281,9
-45.09402466,6.921060085296631,9
-44.95821762,6.828284740447998,9
-44.66569138,6.728748321533203,9
-44.28512573,6.627941131591797,9
-43.98476028,7.250831604003906,9
-43.77011871,8.305741310119629,9
-43.53263092,8.944930076599121,9
-40.87514496,3.872692584991455,9
-40.86571503,3.8215575218200684,9
-40.85792542,3.78393816947937,9
-40.84740829,3.755457878112793,9
-52.66358948,-8.840668678,9
-52.60615921,-8.771007538,9
-52.62625504,-8.622992516,9
-53.16995621,-8.002644539,9
-30.1151638,23.269758224487305,9
-29.69924164,23.183889389038086,9
-55.40198517,8.680235862731934,9
-28.00383568,23.390220642089844,9
-55.23542023,8.702767372131348,9
-27.98020935,23.359647750854492,9
-52.41930389,7.353921413421631,9
-28.02362823,23.26399803161621,9
-37.47832108,6.390003681182861,9
-37.52279663,6.3596110343933105,9
-37.75540161,6.385742188,9
-37.86296844,6.306738376617432,9
-37.51754379,5.93674898147583,9
-37.55063629,5.890717029571533,9
-37.59069824,5.862793922424316,9
-38.01030731,6.126255989074707,9
-38.03677368,6.031208038330078,9
-37.84065628,5.774025917053223,9
-53.37978745,0.6343613862991333,9
-53.96315002,14.026464462280273,9
-39.24014664,4.637888431549072,9
-40.93047714,10.122001647949219,9
-39.09034348,4.757556438446045,9
-23.47891426,4.67171049118042,9
-39.51729202,10.532315254211426,9
2.0556282997131348,-62.81850052,7
-31.68375397,-34.65362549,9
-45.19171906,-9.725269318,9
-45.16553497,-9.699539185,9
-45.17137527,-9.695688248,9
-45.97292328,-10.00290775,9
-61.42804718,-13.7558918,9
-36.07286835,4.862599849700928,9
-49.03627777,8.728355407714844,9
-2.239785671,-61.23937607,7
-2.188332558,-61.72389221,7
-2.221963644,-62.08669281,7
-2.30139184,-62.4789772,7
-2.240846157,-60.56087112,7
-7.589326859,-8.714947701,9
-7.5939641,-8.645074844,9
-7.38948679,-8.106089592,9
-7.524796486,-8.363379478,9
-7.567188263,-8.382101059,9
-49.49600601,3.119502067565918,9
-43.27241135,17.987016677856445,9
-46.16390228,4.636867046356201,9
-46.15321732,4.678104400634766,9
-36.10354614,4.1942524909973145,9
-3.203116179,43.45216751098633,0
-2.884696484,43.44544982910156,0
-1.035182118,43.074737548828125,0
-2.163621664,41.45428466796875,0
-2.2604177,41.51396179199219,0
-55.73127747,13.519416809082031,0
-5.394955158,-14.32885838,9
-35.42837524,11.525636672973633,9
-30.27852821,32.09038543701172,9
-39.39364624,14.383495330810547,9
-60.52829742,-12.74844456,9
-46.86227036,-11.48391914,9
-45.60653305,-4.555210114,9
-39.37016296,14.368132591247559,9
-42.89783478,-4.310992241,9
16.943145751953125,15.288822174072266,10
-43.15847397,-4.647239208,9
-43.10538101,-4.642384052,9
0.693981945514679,47.538021087646484,0
-19.05239487,6.419351577758789,9
-19.29486847,6.396761417388916,9
-19.51239967,6.34855318069458,9
-19.81667328,6.193533897399902,9
-20.92100334,3.9322609901428223,9
-20.46414375,3.5232748985290527,9
-7.121335506,54.89575958251953,0
-7.175886154,54.99968719482422,0
-7.192742825,54.989112854003906,0
-7.450670242,55.182899475097656,0
-8.497145653,48.981903076171875,0
-8.875013351,48.71200942993164,0
-9.444061279,48.30384826660156,9
-9.918463707,47.965240478515625,9
-10.19596004,47.614295959472656,9
-28.57869911,3.0103600025177,9
-18.05656242,8.183332443237305,9
-20.65683746,-14.27610588,9
-62.7445755,-5.003860474,9
-26.78903389,32.7862434387207,9
-35.25354385,7.220978736877441,9
-35.23118591,7.296064853668213,9
-12.57568645,11.783185005187988,9
-12.56620026,11.785717010498047,9
-47.09067154,-10.78059387,9
-47.20179749,-10.70176125,9
-48.5025177,-11.01774788,9
-49.14805222,-11.17483139,9
-49.29698563,-10.95665646,9
-49.36279297,-10.80953693,9
